"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","HLY-DEWP-10PCTL","HLY-DEWP-90PCTL","HLY-DEWP-NORMAL","HLY-HIDX-NORMAL","HLY-TEMP-10PCTL","HLY-TEMP-90PCTL","HLY-TEMP-NORMAL","HLY-WCHL-NORMAL"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T06:00:00","19.0","53.1","34.9","41.0","28.0","57.0","41.0","36.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T07:00:00","19.0","53.1","34.7","40.6","28.0","55.9","40.6","35.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T08:00:00","19.0","53.1","34.9","41.0","28.0","57.0","41.0","35.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T09:00:00","19.0","54.0","35.6","43.7","30.9","57.9","43.7","38.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T10:00:00","19.0","54.0","35.6","46.4","32.0","61.0","46.4","42.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T11:00:00","19.0","55.0","35.6","49.0","34.0","64.9","49.0","45.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T12:00:00","19.0","54.0","35.7","51.3","35.6","68.0","51.3","48.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T13:00:00","19.0","54.0","35.7","53.1","36.0","70.0","53.1","50.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T14:00:00","19.0","54.0","35.7","54.6","37.0","72.0","54.6","52.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T15:00:00","19.0","53.1","35.6","55.4","37.9","73.0","55.4","52.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T16:00:00","18.0","53.1","35.5","55.6","37.9","73.9","55.6","53.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T17:00:00","18.0","53.1","35.4","55.1","37.0","72.0","55.1","52.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T18:00:00","19.0","54.0","35.6","52.9","36.0","70.0","52.9","50.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T19:00:00","19.9","53.1","35.7","50.3","35.1","66.0","50.3","47.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T20:00:00","19.9","53.1","35.8","48.9","35.1","64.0","48.9","45.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T21:00:00","19.9","53.1","35.8","47.8","33.1","63.0","47.8","44.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T22:00:00","19.9","53.1","35.7","46.6","33.1","61.0","46.6","42.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-09T23:00:00","19.9","53.1","35.8","45.8","32.0","60.1","45.8","41.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T00:00:00","19.9","52.0","35.6","44.8","30.9","59.0","44.8","40.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T01:00:00","19.9","53.1","35.3","44.0","30.9","57.9","44.0","39.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T02:00:00","19.9","53.1","35.3","43.4","30.9","57.9","43.4","39.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T03:00:00","19.9","53.1","35.2","42.7","30.0","57.0","42.7","38.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T04:00:00","19.9","53.1","35.2","42.2","30.0","57.9","42.2","37.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T05:00:00","19.9","53.1","35.0","41.5","28.9","57.0","41.5","36.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T06:00:00","19.0","53.1","35.0","41.2","28.9","57.0","41.2","36.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T07:00:00","19.0","53.1","34.8","40.8","28.0","55.9","40.8","35.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T08:00:00","19.0","53.1","35.1","41.2","28.9","57.0","41.2","36.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T09:00:00","19.0","54.0","35.8","44.0","30.9","57.9","44.0","39.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T10:00:00","19.0","54.0","35.8","46.8","32.0","62.1","46.8","42.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T11:00:00","19.0","55.0","35.8","49.4","34.0","64.9","49.4","45.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T12:00:00","19.0","54.0","35.8","51.7","36.0","66.9","51.7","48.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T13:00:00","19.0","54.0","35.9","53.5","37.0","70.0","53.5","50.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T14:00:00","19.0","54.0","35.9","54.9","37.9","71.1","54.9","52.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T15:00:00","19.0","54.0","35.8","55.7","37.9","73.0","55.7","53.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T16:00:00","19.0","53.1","35.7","56.0","39.0","73.9","56.0","53.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T17:00:00","18.0","53.1","35.7","55.4","37.9","72.0","55.4","53.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T18:00:00","19.0","54.0","35.7","53.3","37.0","70.0","53.3","50.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T19:00:00","19.9","53.1","35.9","50.6","36.0","66.0","50.6","47.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T20:00:00","19.9","53.1","36.0","49.3","35.1","64.9","49.3","46.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T21:00:00","21.0","53.1","36.0","48.2","34.0","63.0","48.2","44.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T22:00:00","21.0","53.1","35.9","47.0","33.1","61.0","47.0","43.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-10T23:00:00","21.0","53.1","36.0","46.2","33.1","60.1","46.2","42.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T00:00:00","19.9","53.1","35.8","45.2","32.0","59.0","45.2","41.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T01:00:00","19.9","53.1","35.5","44.4","30.9","57.9","44.4","40.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T02:00:00","19.9","53.1","35.6","43.7","30.9","57.9","43.7","39.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T03:00:00","19.9","53.1","35.4","43.0","30.9","57.0","43.0","38.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T04:00:00","19.9","53.1","35.4","42.5","30.0","57.9","42.5","37.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T05:00:00","19.9","53.1","35.2","41.8","28.9","57.0","41.8","37.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T06:00:00","19.9","53.1","35.2","41.5","28.9","57.0","41.5","36.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T07:00:00","19.0","53.1","35.0","41.1","28.0","55.9","41.1","36.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T08:00:00","19.0","53.1","35.3","41.6","28.9","57.0","41.6","36.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T09:00:00","19.9","54.0","36.0","44.4","32.0","59.0","44.4","39.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T10:00:00","19.0","54.0","36.0","47.2","33.1","62.1","47.2","43.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T11:00:00","19.9","54.0","36.0","49.8","34.0","64.9","49.8","46.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T12:00:00","19.9","54.0","36.0","52.1","36.0","68.0","52.1","49.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T13:00:00","19.0","54.0","36.0","53.9","37.0","70.0","53.9","51.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T14:00:00","19.0","54.0","36.1","55.3","37.9","72.0","55.3","52.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T15:00:00","19.0","54.0","35.9","56.2","39.0","73.0","56.1","53.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T16:00:00","19.0","54.0","35.8","56.4","39.0","73.0","56.4","54.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T17:00:00","19.0","54.0","35.9","55.8","39.0","72.0","55.8","53.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T18:00:00","19.0","54.0","36.0","53.7","37.0","70.0","53.7","51.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T19:00:00","19.9","54.0","36.2","51.1","36.0","66.0","51.1","48.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T20:00:00","21.0","53.1","36.3","49.7","35.1","64.9","49.7","46.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T21:00:00","21.0","53.1","36.3","48.6","34.0","64.0","48.6","45.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T22:00:00","21.0","53.1","36.2","47.4","34.0","62.1","47.4","44.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-11T23:00:00","21.9","53.1","36.3","46.6","33.1","60.1","46.6","42.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T00:00:00","21.0","53.1","36.2","45.6","32.0","60.1","45.6","41.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T01:00:00","19.9","53.1","35.9","44.8","32.0","59.0","44.8","40.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T02:00:00","21.0","53.1","36.0","44.1","30.9","57.9","44.1","40.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T03:00:00","21.0","54.0","35.8","43.5","30.9","57.9","43.5","39.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T04:00:00","21.0","53.1","35.8","42.9","30.9","57.9","42.9","38.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T05:00:00","21.0","53.1","35.7","42.3","30.0","57.0","42.3","37.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T06:00:00","21.0","53.1","35.6","41.9","28.9","57.0","41.9","37.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T07:00:00","19.9","53.1","35.5","41.5","28.0","55.9","41.5","36.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T08:00:00","19.9","53.1","35.8","42.0","28.9","57.0","42.0","37.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T09:00:00","19.9","54.0","36.4","44.8","32.0","59.0","44.8","40.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T10:00:00","19.9","54.0","36.5","47.7","33.1","62.1","47.7","43.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T11:00:00","19.9","54.0","36.6","50.3","35.1","66.0","50.3","47.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T12:00:00","19.9","54.0","36.6","52.7","37.0","68.0","52.7","49.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T13:00:00","19.9","54.0","36.6","54.4","37.9","71.1","54.4","52.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T14:00:00","19.9","54.0","36.6","55.9","39.0","72.0","55.9","53.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T15:00:00","19.0","54.0","36.5","56.7","39.9","73.0","56.7","54.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T16:00:00","19.0","54.0","36.4","57.0","39.9","73.9","57.0","54.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T17:00:00","19.0","54.0","36.5","56.5","39.0","72.0","56.5","54.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T18:00:00","19.9","54.0","36.6","54.4","39.0","70.0","54.4","52.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T19:00:00","19.9","54.0","36.8","51.8","37.0","66.9","51.8","49.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T20:00:00","21.0","53.1","36.9","50.3","36.0","66.0","50.3","47.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T21:00:00","21.0","53.1","36.9","49.2","35.1","64.0","49.2","46.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T22:00:00","21.9","53.1","36.8","48.0","34.0","63.0","48.0","44.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-12T23:00:00","21.9","53.1","36.9","47.2","33.1","61.0","47.2","43.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T00:00:00","21.0","53.1","36.8","46.2","33.1","60.1","46.2","42.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T01:00:00","19.9","53.1","36.5","45.4","32.0","60.1","45.4","41.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T02:00:00","21.0","54.0","36.5","44.7","32.0","59.0","44.7","40.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T03:00:00","21.0","54.0","36.4","44.0","30.9","57.9","44.0","39.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T04:00:00","21.0","54.0","36.4","43.5","30.9","57.9","43.5","39.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T05:00:00","21.0","53.1","36.3","42.8","30.0","57.0","42.8","38.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T06:00:00","21.9","53.1","36.2","42.4","28.9","57.0","42.4","37.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T07:00:00","21.0","53.1","36.0","42.0","28.9","57.0","42.0","37.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T08:00:00","21.9","53.1","36.4","42.6","30.0","57.0","42.6","38.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T09:00:00","19.9","54.0","37.1","45.4","32.0","60.1","45.4","41.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T10:00:00","21.0","54.0","37.1","48.4","34.0","63.0","48.4","44.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T11:00:00","19.9","55.0","37.1","51.2","35.1","66.9","51.2","48.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T12:00:00","19.9","54.0","37.1","53.6","37.0","69.1","53.6","51.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T13:00:00","19.9","54.0","37.1","55.4","39.0","71.1","55.4","53.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T14:00:00","19.9","54.0","37.1","56.9","39.9","73.0","56.9","54.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T15:00:00","19.0","55.0","37.0","57.8","41.0","73.9","57.7","55.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T16:00:00","19.0","54.0","36.9","58.0","41.0","73.9","58.0","56.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T17:00:00","19.0","54.0","36.9","57.5","39.9","73.0","57.5","55.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T18:00:00","19.9","54.0","37.0","55.4","39.0","70.0","55.4","53.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T19:00:00","19.9","54.0","37.2","52.7","37.9","68.0","52.7","50.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T20:00:00","21.0","54.0","37.3","51.2","37.0","66.0","51.2","48.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T21:00:00","21.9","54.0","37.4","50.0","36.0","64.9","50.0","47.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T22:00:00","21.9","54.0","37.4","48.8","35.1","63.0","48.8","45.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-13T23:00:00","23.0","54.0","37.5","48.0","34.0","62.1","48.0","44.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T00:00:00","21.9","54.0","37.3","47.0","33.1","61.0","47.0","43.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T01:00:00","21.0","54.0","37.0","46.2","33.1","60.1","46.2","42.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T02:00:00","21.9","54.0","37.1","45.4","32.0","59.0","45.4","41.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T03:00:00","21.0","54.0","36.9","44.7","32.0","59.0","44.7","40.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T04:00:00","21.9","54.0","36.9","44.1","30.9","57.9","44.1","40.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T05:00:00","21.9","53.1","36.8","43.5","30.0","57.9","43.5","39.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T06:00:00","21.9","54.0","36.7","43.1","30.0","57.9","43.1","38.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T07:00:00","21.0","54.0","36.5","42.7","28.9","57.9","42.7","38.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T08:00:00","21.9","54.0","36.9","43.3","30.0","57.0","43.3","39.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T09:00:00","21.0","54.0","37.5","46.1","33.1","60.1","46.1","42.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T10:00:00","21.0","55.0","37.5","49.1","34.0","63.0","49.1","45.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T11:00:00","21.0","55.0","37.6","51.8","37.0","66.9","51.8","48.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T12:00:00","19.9","55.0","37.5","54.2","37.9","69.1","54.2","51.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T13:00:00","21.0","54.0","37.5","56.1","39.9","72.0","56.1","54.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T14:00:00","19.9","54.0","37.4","57.5","41.0","73.0","57.5","55.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T15:00:00","19.9","55.0","37.3","58.4","41.0","73.9","58.4","56.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T16:00:00","19.9","54.0","37.2","58.6","41.0","73.9","58.6","56.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T17:00:00","19.9","54.0","37.2","58.0","41.0","73.9","58.0","56.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T18:00:00","19.9","54.0","37.2","55.9","39.9","71.1","55.9","53.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T19:00:00","21.0","54.7","37.5","53.2","39.0","68.0","53.2","50.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T20:00:00","21.9","54.1","37.6","51.7","37.9","66.9","51.7","49.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T21:00:00","21.9","54.0","37.6","50.5","37.0","64.9","50.5","47.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T22:00:00","21.9","54.0","37.6","49.2","36.0","63.0","49.2","46.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-14T23:00:00","23.0","54.0","37.7","48.5","35.1","62.1","48.5","45.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T00:00:00","21.9","55.0","37.5","47.5","34.0","61.0","47.5","44.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T01:00:00","21.9","54.0","37.3","46.7","34.0","60.1","46.7","43.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T02:00:00","21.9","55.0","37.4","45.9","33.1","59.0","45.9","42.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T03:00:00","21.9","55.0","37.2","45.2","32.0","59.0","45.2","41.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T04:00:00","21.9","54.0","37.2","44.5","32.0","59.0","44.5","40.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T05:00:00","21.9","54.0","37.0","43.8","30.9","57.9","43.8","39.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T06:00:00","21.9","54.0","36.9","43.4","30.9","57.9","43.4","39.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T07:00:00","21.9","54.0","36.7","43.0","30.0","57.9","43.0","38.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T08:00:00","21.9","54.0","37.2","43.7","30.9","57.0","43.7","39.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T09:00:00","21.9","55.0","37.7","46.5","33.1","60.1","46.5","42.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T10:00:00","21.9","55.0","37.8","49.5","36.0","64.0","49.5","46.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T11:00:00","21.0","55.0","37.8","52.3","37.0","66.9","52.3","49.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T12:00:00","21.0","55.0","37.8","54.7","37.9","70.0","54.7","52.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T13:00:00","21.9","55.0","37.8","56.5","39.9","72.0","56.5","54.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T14:00:00","21.0","54.0","37.7","57.9","41.0","73.0","57.9","56.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T15:00:00","21.0","55.0","37.6","58.8","42.1","73.9","58.7","57.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T16:00:00","21.0","54.9","37.5","59.0","41.0","73.9","59.0","57.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T17:00:00","19.9","55.0","37.5","58.4","41.0","73.9","58.4","56.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T18:00:00","19.9","54.3","37.5","56.3","39.9","71.1","56.3","54.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T19:00:00","21.9","55.0","37.8","53.6","39.0","68.0","53.6","51.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","02-15T20:00:00","21.9","55.0","37.9","52.1","37.9","66.9","52.1","49.8"
