"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","HLY-DEWP-10PCTL","HLY-DEWP-90PCTL","HLY-DEWP-NORMAL","HLY-HIDX-NORMAL","HLY-TEMP-10PCTL","HLY-TEMP-90PCTL","HLY-TEMP-NORMAL","HLY-WCHL-NORMAL"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T01:00:00","19.9","53.1","33.6","41.9","28.9","59.0","41.9","37.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T02:00:00","19.9","53.1","33.5","41.3","28.9","57.0","41.3","36.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T03:00:00","19.0","54.0","33.5","40.8","28.0","57.0","40.8","35.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T04:00:00","19.0","53.1","33.4","40.2","27.0","57.0","40.2","35.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T05:00:00","19.0","54.0","33.3","39.7","27.0","57.0","39.7","34.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T06:00:00","19.0","54.0","33.1","39.3","27.0","55.9","39.3","34.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T07:00:00","19.0","53.1","32.8","38.9","26.1","55.9","38.9","33.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T08:00:00","19.0","52.0","32.7","39.0","27.0","55.0","39.0","33.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T09:00:00","19.9","51.1","33.6","41.3","28.9","57.0","41.3","36.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T10:00:00","19.0","52.0","33.9","44.3","30.9","59.0","44.3","39.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T11:00:00","19.0","53.1","34.0","47.0","34.0","63.0","47.0","43.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T12:00:00","19.0","53.1","34.0","49.4","34.0","66.0","49.4","46.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T13:00:00","19.0","53.1","33.9","51.4","36.0","68.0","51.4","48.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T14:00:00","18.0","54.0","33.8","52.9","37.0","69.1","52.9","50.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T15:00:00","18.0","53.1","33.6","53.6","36.0","70.0","53.6","51.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T16:00:00","18.0","53.1","33.5","53.6","37.0","70.0","53.6","50.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T17:00:00","18.0","53.1","33.6","52.3","36.0","69.1","52.3","49.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T18:00:00","18.0","54.0","33.7","49.5","34.0","64.9","49.5","46.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T19:00:00","19.0","54.0","33.9","47.6","33.1","64.0","47.6","44.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T20:00:00","19.9","54.0","34.1","46.5","33.1","62.1","46.5","42.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T21:00:00","19.9","53.1","34.1","45.5","32.0","61.0","45.5","41.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T22:00:00","19.9","53.1","34.0","44.6","32.0","61.0","44.6","40.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-01T23:00:00","19.9","54.0","34.0","43.7","30.9","59.0","43.7","39.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T00:00:00","19.9","53.1","34.0","42.9","30.0","59.0","42.9","38.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T01:00:00","19.9","53.1","34.0","42.2","30.0","59.0","42.2","37.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T02:00:00","19.9","53.1","34.0","41.6","30.0","57.9","41.6","36.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T03:00:00","19.9","54.0","33.9","41.1","28.9","57.0","41.1","36.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T04:00:00","19.9","53.1","33.9","40.5","28.0","57.0","40.5","35.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T05:00:00","19.0","54.0","33.8","40.0","27.0","57.9","40.0","35.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T06:00:00","19.0","54.0","33.6","39.6","27.0","57.0","39.6","34.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T07:00:00","19.0","53.1","33.3","39.3","27.0","55.9","39.3","33.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T08:00:00","19.0","53.1","33.3","39.4","27.0","55.9","39.4","34.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T09:00:00","19.9","51.1","34.2","41.7","28.9","57.9","41.7","36.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T10:00:00","19.0","53.1","34.4","44.6","30.9","60.1","44.6","39.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T11:00:00","19.0","53.1","34.5","47.4","33.1","64.0","47.4","43.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T12:00:00","19.0","54.0","34.6","49.9","34.0","66.0","49.9","46.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T13:00:00","19.0","54.0","34.4","51.9","36.0","68.0","51.9","49.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T14:00:00","18.0","54.0","34.3","53.4","37.0","70.0","53.4","50.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T15:00:00","18.0","54.0","34.1","54.2","37.0","71.1","54.2","51.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T16:00:00","18.0","53.1","34.0","54.1","37.0","71.1","54.1","51.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T17:00:00","18.0","54.0","34.1","52.8","36.0","70.0","52.8","50.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T18:00:00","19.0","54.0","34.1","50.0","34.0","66.0","50.0","47.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T19:00:00","19.0","54.0","34.3","48.0","33.1","64.0","48.0","44.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T20:00:00","19.9","55.0","34.4","46.8","33.1","62.1","46.8","43.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T21:00:00","19.9","53.1","34.3","45.9","33.1","62.1","45.9","42.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T22:00:00","19.9","53.1","34.3","44.8","32.0","61.0","44.8","40.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-02T23:00:00","19.9","54.0","34.2","44.0","30.9","60.1","44.0","39.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T00:00:00","19.9","53.6","34.2","43.0","30.0","59.0","43.0","38.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T01:00:00","19.9","54.0","34.2","42.3","30.0","57.9","42.3","37.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T02:00:00","19.9","54.0","34.1","41.7","30.0","57.0","41.7","37.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T03:00:00","19.0","54.0","34.0","41.1","28.9","57.0","41.1","36.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T04:00:00","19.0","54.0","33.9","40.6","28.0","57.0","40.6","35.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T05:00:00","19.0","54.0","33.7","40.0","27.0","57.0","40.0","35.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T06:00:00","19.0","54.0","33.6","39.7","27.0","57.0","39.7","34.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T07:00:00","18.0","53.1","33.2","39.3","27.0","55.9","39.3","33.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T08:00:00","19.0","53.1","33.2","39.4","27.0","55.9","39.4","34.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T09:00:00","19.0","53.1","34.0","41.7","28.9","57.9","41.7","36.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T10:00:00","18.0","53.1","34.2","44.6","30.9","60.1","44.6","39.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T11:00:00","19.0","53.1","34.3","47.4","33.1","63.0","47.4","43.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T12:00:00","19.0","54.0","34.3","49.8","34.0","66.0","49.8","46.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T13:00:00","18.0","54.0","34.2","51.8","36.0","68.0","51.8","48.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T14:00:00","18.0","54.0","34.1","53.3","37.0","70.0","53.3","50.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T15:00:00","18.0","53.1","33.8","54.1","37.0","71.1","54.1","51.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T16:00:00","17.1","53.1","33.7","54.0","37.0","71.1","54.0","51.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T17:00:00","18.0","54.0","33.9","52.7","36.0","70.0","52.7","50.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T18:00:00","18.0","53.1","33.9","49.9","34.0","66.0","49.9","46.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T19:00:00","19.0","53.1","34.0","47.9","33.1","64.0","47.9","44.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T20:00:00","19.0","53.1","34.1","46.7","33.1","62.1","46.7","43.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T21:00:00","19.9","53.1","34.0","45.7","32.0","61.0","45.7","41.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T22:00:00","19.0","53.1","34.0","44.7","32.0","60.1","44.7","40.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-03T23:00:00","19.0","53.1","33.9","43.8","30.0","59.0","43.8","39.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T00:00:00","19.0","53.1","33.9","42.9","30.0","57.9","42.9","38.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T01:00:00","19.0","53.1","33.9","42.1","28.9","57.9","42.1","37.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T02:00:00","19.0","53.1","33.8","41.5","28.9","57.0","41.5","36.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T03:00:00","19.0","54.0","33.7","41.0","28.0","57.0","41.0","36.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T04:00:00","19.0","54.0","33.6","40.4","27.0","57.0","40.4","35.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T05:00:00","18.0","54.0","33.4","39.9","27.0","55.9","39.9","34.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T06:00:00","18.0","54.0","33.3","39.5","27.0","55.9","39.5","34.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T07:00:00","18.0","53.1","32.9","39.1","26.1","55.9","39.1","33.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T08:00:00","18.0","53.1","32.9","39.2","26.1","55.9","39.2","33.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T09:00:00","19.0","53.1","33.8","41.6","28.9","57.0","41.6","36.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T10:00:00","18.0","53.1","34.0","44.5","30.9","60.1","44.5","39.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T11:00:00","18.0","54.0","34.0","47.4","33.1","64.0","47.4","43.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T12:00:00","18.0","54.0","34.1","49.7","34.0","66.0","49.7","46.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T13:00:00","18.0","54.0","34.0","51.8","36.0","68.0","51.8","48.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T14:00:00","18.0","54.0","33.9","53.3","37.0","70.0","53.3","50.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T15:00:00","18.0","53.1","33.6","54.0","37.0","71.1","54.0","51.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T16:00:00","17.1","53.1","33.5","54.0","37.0","71.1","54.0","51.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T17:00:00","18.0","54.0","33.6","52.8","36.0","70.0","52.8","50.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T18:00:00","18.0","54.0","33.6","49.9","34.0","66.0","49.9","46.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T19:00:00","18.0","54.0","33.8","47.9","33.1","64.0","47.9","44.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T20:00:00","19.0","55.0","33.9","46.7","33.1","62.1","46.7","43.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T21:00:00","19.0","53.1","33.8","45.7","32.0","61.0","45.7","41.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T22:00:00","19.0","53.1","33.8","44.7","30.9","61.0","44.7","40.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-04T23:00:00","18.0","54.0","33.7","43.8","30.0","60.1","43.8","39.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T00:00:00","19.0","54.0","33.7","42.9","30.0","59.0","42.9","38.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T01:00:00","18.0","54.0","33.8","42.2","28.9","57.9","42.2","37.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T02:00:00","18.0","55.0","33.7","41.6","28.0","57.9","41.6","36.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T03:00:00","19.0","54.0","33.6","41.0","28.0","57.0","41.0","36.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T04:00:00","18.0","54.0","33.6","40.5","27.0","57.0","40.5","35.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T05:00:00","18.0","54.0","33.4","40.0","27.0","57.9","40.0","34.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T06:00:00","18.0","54.0","33.3","39.6","26.1","57.9","39.6","34.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T07:00:00","18.0","53.1","33.0","39.3","26.1","57.0","39.3","33.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T08:00:00","18.0","53.1","33.0","39.3","26.1","57.0","39.3","33.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T09:00:00","19.0","54.0","33.9","41.8","28.9","57.9","41.8","36.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T10:00:00","18.0","54.0","34.1","44.7","30.9","60.1","44.7","40.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T11:00:00","18.0","54.0","34.1","47.5","32.0","64.0","47.5","43.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T12:00:00","18.0","54.0","34.2","49.9","34.0","66.9","49.9","46.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T13:00:00","18.0","55.0","34.1","51.9","35.1","69.1","51.9","48.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T14:00:00","18.0","55.9","33.9","53.4","36.0","70.0","53.4","50.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T15:00:00","18.0","54.0","33.6","54.2","36.0","71.1","54.2","51.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T16:00:00","17.1","54.0","33.5","54.2","37.0","72.0","54.2","51.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T17:00:00","18.0","54.0","33.5","52.9","36.0","70.0","52.9","50.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T18:00:00","18.0","54.0","33.5","50.0","34.0","66.0","50.0","46.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T19:00:00","18.0","55.0","33.7","48.0","33.1","64.0","48.0","44.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T20:00:00","19.0","54.0","33.7","46.7","32.0","62.1","46.7","42.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T21:00:00","18.0","53.1","33.6","45.6","30.9","61.0","45.6","41.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T22:00:00","18.0","53.1","33.5","44.6","30.9","60.1","44.6","40.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-05T23:00:00","18.0","54.0","33.5","43.7","30.0","60.1","43.7","39.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T00:00:00","18.0","53.6","33.4","42.7","28.9","57.9","42.7","38.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T01:00:00","18.0","53.1","33.4","42.0","28.9","57.9","42.0","37.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T02:00:00","17.1","52.0","33.3","41.3","28.0","57.0","41.3","36.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T03:00:00","17.1","53.1","33.2","40.7","27.0","55.9","40.7","35.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T04:00:00","18.0","53.1","33.1","40.2","27.0","55.9","40.2","35.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T05:00:00","18.0","53.1","33.0","39.6","26.1","55.9","39.6","34.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T06:00:00","18.0","53.1","32.9","39.3","26.1","55.9","39.3","34.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T07:00:00","17.1","52.0","32.6","39.0","26.1","55.0","39.0","33.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T08:00:00","17.1","51.1","32.5","39.0","26.1","55.0","39.0","33.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T09:00:00","18.0","52.0","33.4","41.4","28.0","55.9","41.4","36.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T10:00:00","18.0","53.1","33.5","44.3","30.0","60.1","44.3","39.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T11:00:00","17.1","53.1","33.6","47.1","32.0","64.0","47.1","43.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T12:00:00","17.1","52.0","33.6","49.5","33.1","66.0","49.5","46.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T13:00:00","17.1","53.1","33.5","51.5","34.0","68.0","51.5","48.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T14:00:00","17.1","54.0","33.3","53.0","35.1","70.0","53.0","50.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T15:00:00","17.1","53.1","33.1","53.9","35.6","71.1","53.9","51.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T16:00:00","17.1","52.0","33.0","53.9","36.0","71.1","53.9","51.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T17:00:00","17.1","52.0","33.1","52.7","35.1","70.0","52.7","49.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T18:00:00","18.0","51.1","33.0","49.7","33.1","66.0","49.7","46.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T19:00:00","18.0","52.0","33.2","47.7","33.1","63.0","47.7","44.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T20:00:00","18.0","52.0","33.2","46.5","32.0","61.0","46.5","42.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T21:00:00","18.0","51.1","33.2","45.4","30.9","60.8","45.4","41.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T22:00:00","18.0","50.0","33.1","44.4","30.9","59.0","44.4","40.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-06T23:00:00","18.0","50.0","33.1","43.5","30.0","59.0","43.5","38.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T00:00:00","18.0","51.1","33.0","42.5","28.9","57.9","42.5","37.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T01:00:00","18.0","52.0","33.0","41.7","28.9","55.9","41.7","37.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T02:00:00","17.1","51.1","32.9","41.1","28.0","55.9","41.1","36.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T03:00:00","17.1","51.1","32.8","40.5","27.0","55.9","40.5","35.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T04:00:00","18.0","51.3","32.8","39.9","27.0","55.0","39.9","34.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T05:00:00","18.0","52.0","32.6","39.4","26.1","55.0","39.4","34.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T06:00:00","18.0","51.1","32.5","39.1","26.1","55.0","39.1","33.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T07:00:00","17.1","51.1","32.2","38.7","26.1","55.0","38.7","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T08:00:00","17.1","50.0","32.2","38.8","26.1","54.0","38.8","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T09:00:00","18.0","51.1","33.1","41.2","28.0","55.9","41.2","35.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T10:00:00","18.0","52.0","33.3","44.2","30.0","59.0","44.2","39.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T11:00:00","17.1","51.1","33.3","47.0","32.0","62.1","47.0","43.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T12:00:00","17.1","52.0","33.4","49.4","33.1","64.9","49.4","46.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T13:00:00","17.1","52.0","33.2","51.5","33.1","68.0","51.5","48.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T14:00:00","17.1","52.0","33.1","53.0","35.1","70.0","53.0","50.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","01-07T15:00:00","17.1","51.1","32.8","53.9","35.1","71.1","53.9","51.3"
